1	2	3	4	5	6	7	8	9	10
LINC00477	6.142059	6.05022	6.292121	6.017094	6.07173	6.1062	6.069877	6.035238	6.362534	6.201802
CCDC140	6.087461	5.918089	6.060956	5.992813	6.116578	6.064359	6.082869	5.990109	5.990926	6.01658
C17orf78	6.09565	6.103667	6.071662	5.976662	6.14198	5.956041	6.107985	5.96782	6.009556	6.118898
LINC00615	5.957217	6.019043	6.147479	5.975684	5.926775	5.977311	6.066477	6.113704	6.087767	6.046165
SERPINA9	6.971511	6.827052	6.937917	6.860318	7.211095	6.53952	6.922032	6.832411	7.051752	6.898263
MRGPRX4	6.178532	5.885329	6.126614	5.929697	6.35575	5.964438	5.961093	5.937473	6.258632	6.183775
CPO	6.037732	6.295747	6.2059	6.117738	6.061804	6.181165	6.230127	6.244449	6.300264	6.211993
HOXC12	6.201062	6.032931	6.211236	6.286096	6.413218	6.079706	6.186028	6.211909	6.432206	6.114053
FERD3L	6.515371	6.268226	6.51252	6.391618	6.638928	6.393665	6.488878	6.36163	6.53803	6.37912
LINC00314	5.784026	5.800682	5.776027	5.841317	5.811223	5.962611	5.875187	5.824555	5.713491	5.72618
NLRP14	6.517136	6.608615	6.555098	6.655843	6.78711	6.478156	6.73299	6.542736	6.581257	6.5718
NLRP13	6.846861	6.638897	7.03173	6.720739	6.904135	6.880284	6.799068	6.884148	6.800641	6.716684
NLRP8	6.760302	6.507817	6.55642	6.641254	6.861593	6.619078	6.680183	6.522662	6.683204	6.674693
NLRP9	6.552196	6.583574	6.337106	6.541855	6.376584	6.531786	6.526267	6.754691	6.426384	6.499269
TAS1R2	6.447467	6.380777	6.318628	6.325104	6.556551	6.368238	6.282463	6.308616	6.317289	6.382978
NLRP10	6.131066	6.097466	6.218406	6.066254	6.15887	6.083345	6.040975	6.108571	6.150985	6.151133
COX1	13.899798	13.429454	14.376715	14.353716	13.284077	13.75527	14.004905	13.731078	14.488631	13.729123
LMX1A	6.201346	6.052426	6.102067	6.133091	6.108794	6.06226	6.089279	6.014974	6.2808	6.117737
GPR101	6.549855	6.445924	6.588857	6.524552	6.506461	6.642698	6.605564	6.49713	6.479503	6.625471
VN1R2	6.405783	6.249521	6.585616	6.266568	6.39059	6.341407	6.314109	6.363645	6.278316	6.477383
VN1R5	6.149105	6.199044	6.079634	6.069884	5.935321	6.076624	6.049265	6.149145	6.01846	6.162326
ND2	12.927917	11.982623	11.452169	12.95955	12.411874	12.546033	12.67862	12.726692	13.916774	12.708959
TAAR8	6.39795	6.363902	6.582647	6.209026	6.483148	6.410657	6.336789	6.40587	6.379731	6.441913
TAS2R39	6.326194	6.397598	6.163428	6.432355	6.247508	6.43027	6.445167	6.519382	6.348356	6.33066
TAS2R38	6.436949	6.432419	6.414445	6.396779	6.38247	6.41034	6.540098	6.513611	6.380299	6.458205
TAS2R40	6.024236	5.974268	6.027989	5.849228	5.974924	5.919838	5.95545	5.852257	5.874319	6.0542
TAS2R41	6.364149	6.395579	6.236596	6.295744	6.219058	6.228044	6.319986	6.364674	6.353272	6.440644
VN1R4	6.36679	6.222353	6.368363	6.280223	6.39031	6.321024	6.299367	6.216221	6.175673	6.315128
TAS2R50	6.212195	6.15288	6.22363	6.167938	6.411732	6.090174	6.347666	6.061638	6.22387	6.110269
IFNE	6.924073	6.334572	6.316955	6.252829	5.983832	6.605145	6.22222	6.045205	6.136786	6.045673
ND6	8.509456	8.25171	7.36193	8.463631	8.35935	8.967271	8.434322	8.658439	7.543003	8.45023
FBXL19-AS1	6.704241	6.580634	6.769824	6.497859	6.826635	6.518379	6.543022	6.531732	6.572033	6.733635
MUCL1	7.116643	6.752544	7.486737	6.744156	6.857642	6.834165	6.537503	7.259641	6.682512	7.644873
ZNF354B	7.000467	6.823607	6.783817	7.165446	6.578502	7.188249	7.073893	7.320187	7.134998	6.963188
FSIP1	5.910145	5.991445	6.173253	5.937682	5.965018	6.41816	5.928705	5.900214	5.93164	5.891573
C10orf107	6.138949	5.958536	6.428712	6.065922	6.186028	6.191089	6.168303	6.009207	6.067732	6.060788
FLJ40852	6.300213	6.373792	6.188398	6.329236	6.479152	6.190059	6.356769	6.117731	6.48467	6.278279
TCTEX1D1	6.054627	6.058396	6.207377	6.077512	6.360676	6.073839	6.104067	6.060738	5.894378	5.903341
TSGA13	6.341995	6.160351	6.358588	6.037726	6.372634	5.843935	6.185993	5.936727	6.404515	6.232443
C9orf163	7.132423	6.97202	7.188491	7.04672	7.290496	7.027787	7.112514	7.074147	7.287147	7.094984
SYNE3	6.393879	6.315813	6.511415	6.449035	6.288575	6.518009	6.508471	6.275555	6.546322	6.429452
SYT14	6.079386	6.697014	6.21125	6.125057	5.933537	6.632995	6.662654	6.363726	6.066486	6.242502
TECTB	6.653916	6.670423	6.719951	6.507088	6.505873	6.502484	6.493285	6.520376	6.435843	6.554446
LOC150197	6.572275	6.302154	6.64533	6.326264	6.4184	6.383287	6.456035	6.419083	6.517452	6.584784
NPB	7.200651	6.880258	7.411052	7.060321	7.338784	7.028565	7.07729	6.88817	7.454843	6.965154
HTRA4	7.070045	6.947992	7.187673	8.063989	6.997118	6.82485	7.275138	7.656124	6.808616	6.632978
LINC00525	6.631448	6.265897	6.201985	6.058983	6.413892	6.416188	6.787943	6.216439	6.036207	6.106831
LINC00337	5.957558	5.915536	5.913243	5.976345	5.767044	5.938747	5.889594	5.942422	5.758423	5.952717
OTOGL	6.199988	6.348863	6.15578	6.149005	6.004001	6.125731	6.022757	6.154017	6.20466	6.105691
MGC16025	5.950452	6.034337	6.038292	5.947873	5.91796	6.067978	6.061923	6.07711	5.811651	6.116085
SPATA25	6.5892	6.574116	6.338041	6.629236	6.763094	6.806595	6.554383	6.583818	6.721514	6.496452
NXNL1	7.372556	7.281277	7.272317	7.141523	7.458215	7.090078	7.198584	7.27583	7.616106	7.243585
GLIS3-AS1	6.699882	6.637381	6.860298	6.567138	6.573386	6.493315	6.661285	6.53547	6.654023	6.70156
KLHL32	5.722742	5.722306	5.823507	5.658813	5.640051	5.77748	5.744727	5.7113	5.773081	5.687967
FLJ31715	6.433073	6.447108	6.439472	6.460055	6.495194	6.224869	6.305945	6.230557	6.558057	6.48382
WBSCR27	6.935847	6.773787	6.991239	6.664439	6.693962	6.910402	6.990706	7.029132	7.036826	6.926534
LINC00638	7.24012	6.96836	7.355047	7.153418	7.253966	6.918815	7.127404	7.110096	7.202842	7.358534
C11orf45	6.281637	6.165064	6.451473	6.330889	6.507436	6.337324	6.728661	6.162737	6.33699	7.023234
STOML3	6.462643	6.268119	6.862985	6.343207	6.471938	6.380869	6.418823	6.334072	6.271197	6.312958
C3orf49	6.531932	6.437036	6.500533	6.319402	6.521766	6.344698	6.387265	6.516251	6.376418	6.279405
NKX2-3	5.830597	5.818082	5.858473	5.800432	6.056853	5.827208	5.851929	5.933102	5.949423	5.89311
TMEM252	6.182603	6.238296	6.247208	6.230076	6.201773	6.182074	6.358816	6.168319	6.299096	6.28015
FAM222A-AS1	6.15082	6.001271	6.051384	6.209698	5.877735	6.060436	6.13419	6.129956	6.016556	6.209775
C16orf11	7.028375	6.936439	7.0123	6.904712	6.984558	7.019857	7.014656	6.961793	7.105345	7.045873
CYP1B1-AS1	5.864073	5.935729	5.947716	5.961384	5.866086	5.803305	5.849701	5.906185	6.399072	5.831188
APOBEC3D	6.357823	6.437665	6.400608	6.45532	6.344695	6.438278	6.576076	6.51437	6.492355	6.357304
LINC00315	6.759299	6.67639	6.774137	6.587114	6.697254	6.709301	6.579412	6.765364	6.836118	6.787169
C4orf45	6.013991	5.916531	5.998397	6.543851	6.032453	5.979657	6.015018	6.011809	6.120627	5.936562
BEND2	6.258398	6.308416	6.213397	6.187073	6.088339	6.423718	6.278449	6.298459	6.248901	6.275213
CCDC26	5.922807	5.927185	6.014098	5.806156	5.909232	5.868839	5.89896	5.854853	5.864261	5.962744
IGSF22	7.15565	6.882657	7.094009	6.847151	7.209981	6.967488	7.050582	6.799662	7.103527	7.09095
DCST1	6.36503	6.20225	6.622962	6.158447	6.670794	6.188371	6.253214	6.318671	6.301311	6.450718
CSNK1G2-AS1	6.779711	6.615906	6.812207	6.711185	7.186632	6.586096	6.700218	6.686578	6.89186	6.712104
C10orf91	6.346791	6.122676	6.265779	6.276545	6.578949	6.312228	6.327068	6.155106	6.490309	6.298
MGC16142	6.14364	6.418991	6.047114	6.134976	6.058677	6.326514	6.103902	6.213217	6.51918	6.196044
SIGLECL1	6.09304	6.163623	6.16069	6.084094	6.239312	6.162613	6.1432	6.145585	6.065081	6.026734
LDHAL6A	6.375313	6.414267	6.109038	6.231808	5.930843	6.353701	6.494248	6.35802	6.295042	6.282145
MRGPRX2	6.530993	6.38508	6.269848	6.365344	6.670232	6.414227	6.492553	6.392395	6.560774	6.399125
KLF17	6.427862	6.195589	6.496091	6.061467	6.508301	6.254881	6.285559	6.207224	6.468139	6.309925
CCDC105	6.434615	6.363612	6.636647	6.562459	6.316573	6.528861	6.474454	6.502557	6.762257	6.341456
CCDC122	6.137921	6.118196	5.947753	5.914498	6.347286	5.941459	5.932772	5.854375	5.887521	6.200055
C11orf42	6.560164	6.489023	6.701582	6.644977	6.362584	6.580599	6.588755	6.506271	6.661516	6.465403
DKFZp434L192	5.911866	6.025453	6.024716	5.975324	5.911964	6.072032	6.072879	6.01137	5.974777	5.962072
ZNF486	6.434286	6.334041	6.451065	6.436116	6.394061	6.276093	6.223072	6.384839	6.164601	6.521126
CXorf22	5.966877	5.958663	6.098239	5.904912	5.96463	5.900788	6.001317	6.061971	6.084706	5.935343
EXD1	6.16721	6.042528	6.107833	6.124735	6.197929	6.238751	6.057625	6.123795	6.066226	6.046056
NBPF4	6.664127	6.706131	6.767651	6.94529	6.85538	6.790188	6.758788	6.673559	7.023014	6.785726
ZNF663	6.051941	5.973184	6.003609	6.12458	6.136796	6.096788	6.100442	6.037541	6.065805	6.089706
FLJ35424	5.853866	5.946017	5.848285	5.942178	5.860685	6.017253	5.959029	5.97386	5.957981	5.839232
MGC34800	6.486454	6.570802	6.738738	6.578916	6.74504	6.718375	6.570782	6.630987	6.82324	6.572797
C10orf126	5.825321	5.65895	5.944114	5.779148	5.753083	5.773279	5.678599	5.647646	5.735488	5.776474
LINC00479	6.353739	6.483712	6.374078	6.340607	6.493968	6.337883	6.33513	6.278331	6.368013	6.361224
C9orf62	6.514344	6.556416	6.423339	6.401534	6.849128	6.409578	6.487252	6.529	6.536272	6.504495
SLC22A24	6.515037	6.261694	6.495548	6.344282	6.818906	6.341961	6.365957	6.260789	6.433124	6.491854
FMO9P	6.207555	6.123162	6.080936	5.986864	6.095139	6.127235	6.019418	6.387203	6.033836	6.590813
C7orf33	6.012799	6.163441	6.123858	6.274824	6.163293	6.152078	6.18192	6.244066	7.04299	6.079571
ACER1	6.481723	6.438247	6.340817	6.403271	6.583258	6.393346	6.473578	6.446867	6.542331	6.47943
TAAR1	5.825029	5.956906	5.868638	5.908516	5.763334	5.940186	5.857605	5.900326	5.953848	5.939242
OSTCP1	5.825937	5.83412	5.904475	6.016249	5.847823	5.815964	5.984521	5.899552	5.91101	6.197898
LINC00305	5.903337	5.835339	5.762135	5.79438	5.91634	5.975069	5.833989	5.911796	5.864112	5.87036
NS3BP	6.939123	6.622228	6.940163	6.677778	6.899089	6.659828	6.718866	6.715037	6.838223	7.019833
GPHB5	6.589194	6.55099	6.691794	6.428315	6.617447	6.495438	6.634272	6.590062	6.621917	6.574027
DCD	6.37245	6.277181	6.249954	6.244687	6.464447	6.311648	6.310596	6.272286	6.437453	6.361491
ZNF564	7.592072	7.85288	7.396782	7.437217	7.208062	7.313648	7.484015	7.563125	7.258017	7.828904
SPINK6	6.640036	6.372589	6.483643	6.610926	6.530242	6.672129	6.489709	6.45963	6.437868	9.589194
BRICD5	6.51585	6.620385	6.596767	6.396021	6.430637	6.29246	6.724316	6.315873	6.647712	6.484405
TMEM239	6.447136	6.397195	6.441713	6.328924	6.314462	6.511972	6.391724	6.417786	6.349987	6.412212
ASH1L-AS1	7.464306	7.767408	7.53481	7.809516	7.18008	8.195924	8.060968	8.488553	8.697338	7.472075
MIR31HG	7.583745	6.696313	7.782818	6.708132	6.764925	7.976679	6.69025	6.597708	6.679508	6.86028
TMEM185A	7.192161	7.511305	7.508629	7.556141	7.50549	7.654096	7.507296	7.872053	8.082189	7.5101
CCDC60	6.926775	6.739655	7.124494	6.817245	6.798553	6.73868	6.991489	6.746387	6.993849	6.797913
ADIG	7.186022	7.336544	7.100636	7.144332	7.127212	7.466039	7.415634	7.225181	7.215651	7.010999
MBLAC1	7.059499	6.874072	7.242601	7.165357	6.907369	7.039779	7.092926	6.952976	7.004562	7.151396
C3orf33	6.093387	6.61895	6.093352	6.34744	5.936304	5.83956	6.212359	6.748686	6.222906	6.147702
C11orf53	6.745953	6.57486	6.751827	6.729892	6.345887	6.573837	6.642862	6.655487	6.806214	6.667093
LOC100287037	6.259923	6.207432	6.152625	6.184879	6.210964	5.968862	6.105298	6.113438	6.114321	6.129187
C5orf46	8.723063	7.178945	7.121739	6.674661	6.718034	6.980875	6.94146	7.287277	7.916202	7.580199
IZUMO1	5.93519	5.95581	6.013353	5.967113	5.781145	5.872255	6.033028	5.860986	5.879807	6.017339
GRIK1-AS1	6.013687	6.010833	6.053415	5.968727	5.982347	6.182389	5.988319	5.936551	6.015003	5.879943
ZCCHC13	6.231786	6.386563	6.31071	6.408132	6.304801	6.396246	6.423393	6.291287	6.317374	6.287179
MGC45922	6.412532	6.237359	6.286979	6.528336	6.204277	6.394536	6.376782	6.539929	6.46533	6.34693
C1QTNF9	5.926688	5.871296	5.663789	5.780163	5.920606	5.879479	5.834911	5.925571	6.003438	5.886546
C1orf210	6.527955	6.333216	6.339798	6.443398	5.801067	6.144955	6.44332	6.387725	6.432846	6.262575
TRIM73	7.076832	7.302278	6.656162	7.314823	7.797836	6.903661	7.131154	7.509166	7.692933	7.136483
C9orf43	6.330462	6.997623	6.378121	6.122929	6.510909	6.171661	6.135986	6.404393	6.380772	6.115683
FLJ25758	6.72883	6.745429	6.800288	6.675231	6.747096	6.652812	6.685219	6.746902	6.783124	6.797341
SVOPL	6.674724	6.197564	6.811325	6.341508	6.298131	6.241149	6.269959	6.136207	6.191382	6.541467
MGC20647	6.594089	6.365704	6.531988	6.34283	6.888983	6.619428	6.533967	6.489458	6.590966	7.147578
LOC644852	5.914526	5.96316	6.081065	6.16044	6.246238	6.147025	5.904404	5.898145	5.997652	6.028501
LOC541473	6.505619	6.562756	6.747185	6.36438	6.22789	6.304918	6.354103	6.291438	6.696558	6.375594
LRRC18	6.231424	6.201869	6.589125	6.06979	6.518793	6.243142	6.27372	6.151745	6.297812	6.162086
LOC100127888	6.777176	6.550122	6.699747	6.511916	6.847209	6.637485	6.698569	6.55586	6.663581	6.614845
CALHM1	6.501055	6.375416	6.527889	6.30172	6.552207	6.375193	6.397032	6.335599	6.56674	6.49235
LINC00656	7.01909	6.837844	6.861372	6.768326	7.238631	6.805712	6.836844	6.786802	6.893608	6.916046
CST9	6.439074	6.312409	6.397463	6.184741	6.317917	6.310862	6.333124	6.287117	6.318894	6.277671
VPS29	6.807982	6.932843	6.776443	6.851865	6.914547	6.831296	6.865431	6.966113	6.970414	6.591378
LYG2	6.406594	6.219153	6.346261	6.270713	6.143375	6.237699	6.256982	6.317863	6.254711	6.233689
ZNF808	6.468439	6.303866	6.123634	6.484244	6.220679	6.590361	6.251913	6.285366	6.175155	6.399683
OSCAR	6.51016	6.30307	6.561681	6.862783	6.518932	6.339222	6.74688	6.546081	6.689622	6.465262
LOC283861	7.022921	7.267921	7.195123	7.300205	7.333879	6.91389	7.255111	7.113035	7.3861	6.904315
SLC25A48	6.755371	6.560826	6.617382	6.510232	6.763964	6.494161	6.473933	6.663878	6.615491	6.646543
APOBEC4	6.059475	6.270782	6.437955	6.008194	6.559496	5.95315	6.141096	6.169686	6.213814	6.084479
GPR62	6.991999	6.732594	6.899628	6.932177	7.185138	6.745847	6.87297	6.923645	7.007326	6.979196
MYO18B	6.263613	5.999157	6.396397	6.127255	6.121634	6.041818	6.227791	6.110545	6.144533	6.230199
LENG9	6.756112	6.224149	6.624618	6.591239	6.622005	6.395371	6.519782	6.646511	6.694256	6.33853
LOC100287896	7.154739	7.737296	7.43276	7.268295	7.197925	6.967947	7.687079	7.28815	6.645703	7.18769
ZNF57	7.037754	7.960071	7.514341	7.160241	6.790717	7.510088	7.583987	8.478858	7.413016	7.009131
RPRML	6.271357	6.216591	6.323635	6.371449	6.270465	6.160335	6.245058	6.203212	6.264487	6.234986
C17orf47	6.401697	6.516476	6.314687	6.488292	6.603713	6.470752	6.504387	6.434529	6.632074	6.430472
FAM151A	6.129983	6.142881	6.220551	6.21556	6.237127	6.270552	6.143695	6.228716	6.244167	6.161209
OR2L13	6.030677	5.829904	6.026131	5.863507	5.936569	5.98024	5.930697	5.937806	6.079636	5.957208
CALHM3	6.642528	6.395064	6.531747	6.611813	6.603765	6.547533	6.480755	6.521667	6.678165	6.445283
GLYATL2	6.506083	6.87952	6.777153	6.450234	6.400268	6.309563	7.277133	6.602221	6.381102	7.04824
UBE2DNL	6.30231	6.251299	6.226074	6.140117	6.156801	6.232258	6.137343	6.206472	6.21945	6.171904
MGC32805	6.322271	6.098922	6.106147	6.164218	6.311876	6.148609	5.98194	6.113349	6.012334	6.169503
KLHL30-AS1	6.764637	6.560974	6.922848	6.611847	7.10446	6.664001	6.721197	6.66281	7.004245	6.625931
SYT16	6.048137	5.967178	6.002769	5.97621	5.906911	6.055888	5.986336	5.955189	6.00743	6.043591
RAB39A	6.313936	6.317643	6.261793	6.521669	6.233352	6.184815	6.377643	6.26881	6.280233	6.239417
FNDC9	6.087899	6.085114	6.051161	6.079552	6.213422	6.012863	6.041548	6.109359	6.177108	5.964624
TRIM72	6.654775	6.692826	6.600224	6.701224	6.419822	6.638302	6.825026	6.834216	6.723748	6.58817
LOC389199	6.876656	6.544271	6.874685	6.55209	6.829229	6.533732	6.615166	6.61166	6.894215	6.516522
CLDN20	8.091093	6.562267	6.651372	6.28867	6.154401	6.338437	6.490501	6.507238	6.318148	8.939213
LOC280665	6.498879	6.316064	6.400822	6.212206	6.544119	6.553267	6.322473	6.718219	6.214386	6.336245
S100Z	6.389162	6.404603	6.694793	6.370465	6.560542	6.338268	6.388407	6.336801	6.453892	6.231852
GAFA1	6.059082	5.867108	6.029441	5.928301	6.11804	5.937101	5.975406	6.063848	6.013501	6.036367
PLA2G4D	6.428779	6.407201	6.245021	6.263093	6.143004	6.247977	6.334745	6.219149	6.441861	6.304883
ZSWIM2	5.798602	5.654968	5.82418	5.858718	5.828858	5.802028	5.624348	5.685202	5.768488	5.744442
LOC388882	6.356727	6.212261	6.208418	6.325736	6.463569	6.236417	6.257181	6.274169	6.378578	6.3665
LOC554174	6.587095	6.408188	6.595207	6.493846	6.441395	6.482498	6.398204	6.41024	6.512182	6.380187
C1orf110	6.108183	5.980856	6.443719	5.748979	6.752474	6.028115	9.04151	5.939586	5.856921	6.291898
PDILT	6.271712	6.268724	6.080082	6.363454	6.003542	6.173516	6.285812	6.27699	6.13024	6.245374
OK/SW-CL.58	6.219902	6.093789	6.136433	6.085682	6.295261	6.201519	6.174929	6.113018	6.148899	6.112025
LINC00051	5.832574	5.98106	5.972313	5.893561	5.95765	5.972807	5.80967	5.867301	5.950642	6.046401
C20orf201	7.085021	6.897574	7.419589	6.861539	7.100989	6.941013	6.917824	6.992709	7.212649	6.904672
LINC00317	6.298137	6.283003	6.454668	6.327655	6.404233	6.183159	6.28944	6.225406	6.563234	6.291462
OK/SW-CL.36	5.960639	6.14809	6.102471	6.376092	6.230745	6.146679	6.203165	6.146841	6.376741	6.115271
MGC39545	5.830292	5.838367	5.710831	5.71523	5.538976	5.833448	5.798991	5.745492	5.76498	5.782089
OR2C3	5.966376	5.842173	5.861924	5.819101	5.888805	5.867683	5.779526	5.824148	5.838117	5.855844
TMEM26	6.119642	5.891086	6.348429	5.892323	6.012907	5.823202	6.042644	5.920317	6.074792	6.036563
LINC00612	6.028586	5.96904	5.960723	5.846002	5.904904	5.935527	5.944634	5.920015	5.926674	5.846613
LHFPL5	6.574738	6.60755	6.76483	6.579324	6.472861	6.553475	6.67513	6.556157	6.571274	6.499159
KBTBD5	6.26401	6.162353	6.344862	6.26647	5.990224	6.082081	6.235933	6.210794	6.217079	6.229464
RPL13AP17	7.027868	6.813183	6.822795	6.947709	7.516037	6.890018	6.925946	6.985391	7.22977	6.942319
STPG2	6.458876	6.384166	6.487215	6.392989	6.324501	6.199052	6.462997	6.52584	6.467258	6.504763
FAM9A	5.848692	5.814653	5.868444	5.873912	5.743098	6.013709	5.768461	6.030239	5.789862	5.760152
STX19	7.510648	6.346531	6.307731	6.669815	6.008201	6.132916	6.159191	6.218634	6.125346	6.269435
IGHV7-81	6.123065	6.027623	6.118104	6.095682	5.925491	6.078839	6.058933	6.097341	6.122925	6.044812
LOC100132686	6.711508	6.311578	6.346299	6.696752	6.840709	6.199331	6.395781	6.447762	6.2814	6.556753
LINC00421	6.525418	6.377182	6.607006	6.501284	6.270814	6.481957	6.546813	6.558272	6.606295	6.3536
LOC100287210	6.438368	6.269185	6.382314	6.440674	6.135092	6.410479	6.459666	6.303591	6.378057	6.433636
LOC439951	6.131	6.059726	6.11083	6.012412	6.298767	6.059022	6.02675	6.116187	6.032538	6.116458
OR8B8	6.677577	6.533516	6.701597	6.420473	6.625944	6.500459	6.551589	6.564949	6.709657	6.494682
CCDC148-AS1	5.9485	5.902427	5.988973	5.925967	5.811648	5.87897	5.984224	5.848328	6.019536	5.966092
PTH2	7.218428	7.076068	7.314936	7.261393	7.427201	7.185869	7.271886	7.288284	7.248975	7.192552
LOC554207	6.048521	6.071416	6.079205	5.981252	5.902728	6.129989	5.897553	6.029232	6.159627	6.093313
RP1L1	6.551565	6.404363	6.579948	6.255229	6.551771	6.491791	6.521765	6.278648	6.461013	6.512611
WFS1	6.978223	7.46538	7.226158	7.264117	6.866346	6.968952	7.177627	6.969485	7.416251	6.838338
RSPH10B2	7.24268	7.258392	6.909767	6.935302	6.96023	8.161546	7.338812	7.218643	6.923587	7.380444
GALNTL6	6.184247	6.103316	6.181726	6.166587	6.164717	6.2055	6.071413	6.104716	6.261541	6.177543
PP2672	6.261164	6.299496	6.231622	6.247649	6.219748	6.284179	6.253279	6.104157	6.361929	6.197324
TPH2	6.131143	6.163898	6.023909	6.038314	5.898844	6.116263	6.054211	6.082262	6.130548	6.180818
AQP10	6.325463	6.193602	6.516999	6.075011	6.095725	6.597896	6.059842	6.412308	6.351098	6.365661
TFAP2E	6.987952	7.351155	6.842304	6.929908	7.254993	6.853736	7.208559	6.956488	6.909229	6.922456
DDX53	5.709415	5.841044	5.730411	5.82427	6.055783	5.827071	5.934248	5.848615	5.828915	5.785526
NSAP11	6.104146	6.227318	6.07816	6.124771	5.934436	6.091085	6.157573	6.126993	6.169165	6.139753
OR4D2	7.24469	7.071501	7.405976	7.043298	7.339118	6.888726	7.145774	7.083942	7.204373	7.276587
ADAMTS4	7.220519	6.93953	7.169458	7.074823	7.06867	7.066187	7.057719	7.016156	7.192618	7.147862
LOC100128868	7.13095	7.156507	6.568735	6.688365	6.540949	7.280955	6.582968	7.106804	7.153882	7.51084
CXorf67	6.736188	7.07229	6.900255	7.188174	6.664504	6.878653	6.979845	6.906324	6.840889	6.731573
LOC645261	6.148102	6.207042	6.062481	6.367574	5.992929	6.478692	6.195524	6.247806	6.264715	6.170269
TSTD2	6.077606	6.042741	5.990088	5.909141	5.95332	6.006824	6.034126	6.061989	5.960116	5.911202
CCDC172	6.353042	6.305606	6.568168	6.282095	6.255822	6.289233	6.374779	6.228588	6.444785	6.280814
C17orf82	7.445005	7.665837	7.426384	7.530779	7.774397	7.496382	7.417069	7.555442	7.633976	7.425059
NPSA	5.985991	6.041842	5.955258	5.958402	5.968922	6.007559	5.941648	5.973714	6.037768	6.03231
SLC25A41	6.494079	6.505949	6.470362	6.508171	6.645053	6.370649	6.445649	6.511734	6.573478	6.386963
QRFPR	6.080619	6.026771	6.092826	6.251292	5.94142	5.983025	7.634604	6.118568	6.300505	6.513114
BPIFB6	6.275356	6.273324	6.316719	6.110579	6.428822	6.206358	6.249194	6.219489	6.387796	6.330981
ZACN	6.723393	6.41092	6.709954	6.386107	6.587914	6.587577	6.611583	6.504399	6.660474	6.706777
BPIFA4P	6.26192	6.296748	6.331675	6.321436	6.210364	6.386681	6.381246	6.412745	6.366262	6.327047
GUSBP2	7.333021	7.329401	6.91539	6.831804	7.319186	6.64978	6.791369	6.710203	6.970834	7.207858
