1	2	3	4	5	6	7	8	9	10
LINC00309	5.880031	5.745129	5.860166	5.753401	5.705493	5.834069	5.93447	5.883391	5.970923	5.763169
MOGAT3	6.189958	6.124478	6.324381	6.293177	6.225248	6.190788	6.169614	6.131038	6.40208	6.179139
LOC93463	5.799799	5.928366	5.617332	5.640862	5.696965	5.834656	5.795167	5.722177	5.754276	5.837862
TRBV25-1	6.269719	6.135501	6.26752	6.269954	6.24831	6.13475	6.167198	6.164101	6.293214	6.205383
LOC152286	6.422606	6.272135	6.352664	6.3452	6.188802	6.253745	6.328795	6.243079	6.488639	6.270104
TRBV7-3	6.647379	6.670149	6.728284	6.938084	6.642532	6.618901	6.734865	6.690045	6.670134	6.47898
TRBV24-1	6.263633	6.296755	6.273748	6.45092	6.569795	6.57346	6.374039	6.158321	6.481264	6.276269
ITIH6	6.309968	6.177487	6.302231	6.182295	6.698175	6.085719	6.218661	6.256038	6.429149	6.32433
LY6G6F	6.492944	6.465118	6.475661	6.468588	6.33955	6.551627	6.322332	6.500326	6.410115	6.428909
SNAI1P1	6.430712	6.396588	6.698901	6.343303	6.367602	6.419179	6.464012	6.406423	6.541098	6.356785
H2BFM	6.237061	6.108327	5.993425	6.254191	6.332589	6.107249	6.162364	6.096488	6.24013	6.16988
OR5G1P	5.964746	5.945494	5.984549	6.044755	6.111161	5.922806	6.0631	5.940197	6.080846	6.008891
OR2B3	6.273319	6.295937	6.251972	6.304339	6.379679	6.309686	6.263154	6.265589	6.297737	6.278493
DKFZP434H168	6.275749	6.069968	6.195307	6.143865	6.443269	6.14582	6.206487	6.190347	6.334349	6.159696
ZNF470	6.450997	6.483036	6.245987	6.534196	6.007023	6.554179	6.429671	6.249031	6.151645	6.289748
ZNF687	6.741004	6.660256	6.730908	6.744648	6.388425	6.688053	6.627959	6.887038	7.131794	6.664299
LOC732275	6.373784	6.37289	6.358947	6.328683	6.255483	6.173483	6.406253	6.374122	6.342697	6.360294
LOC100128334	6.684385	6.651994	6.878079	6.747078	6.721944	6.668188	6.724565	6.724809	6.7815	6.666725
HIST1H2APS5	6.562664	6.372922	6.406363	6.540692	6.570869	6.484196	6.43963	6.502309	6.770689	6.682146
ARL16	7.426486	8.133666	7.832824	8.264913	7.362596	7.639391	7.676994	8.024588	7.565096	8.184798
SLC38A5	7.132371	6.599612	7.851043	7.172848	7.332287	8.032029	6.767169	6.430397	7.397525	7.005153
SLC36A4	7.183162	7.602171	7.405208	8.828251	7.499231	7.475666	7.624241	7.594454	7.548193	7.081689
BCDIN3D	7.297968	7.338847	7.422201	7.343935	6.831748	6.488395	7.315739	7.153046	6.913507	7.192885
TMEM200A	6.930918	7.528158	7.204328	8.462098	7.702702	9.18777	7.895863	7.465146	8.734365	7.499731
RBM24	6.155594	6.502154	6.566609	6.219256	6.499423	6.177252	6.316453	6.166463	6.017154	6.668454
DIS3L	8.439018	9.328611	8.112879	8.834644	8.11803	7.998211	8.614614	8.886023	8.172915	8.281993
LOC729013	8.1058	8.255572	8.073461	8.338384	7.663665	7.096647	7.743922	7.810755	7.996734	7.634114
ILF3-AS1	7.101257	8.101646	7.69288	7.506374	6.987804	7.23325	7.24501	8.750388	7.852538	7.753382
FLJ43489	7.656236	8.056534	6.992232	7.644923	7.280475	7.893046	7.612443	6.776782	7.168323	7.602468
XIRP1	7.170438	6.934446	7.2831	6.975207	7.192854	6.927876	6.921644	6.964497	7.081137	7.091638
ZNF792	6.376373	6.348017	6.536173	6.345032	6.24401	6.226404	6.471221	6.499603	6.331493	6.468666
PIH1D2	6.363592	6.118624	6.273724	6.222409	6.229475	6.25339	6.426274	6.186635	6.146971	6.018847
LOC151009	6.951353	6.449303	6.435894	6.547916	7.080437	7.146658	6.63572	6.725696	6.754631	6.775505
SGK223	8.969102	8.619619	8.334057	8.098497	8.082832	8.885768	7.729304	9.732855	7.419851	8.511746
CCDC64B	7.78619	7.039386	7.604078	7.305956	6.82571	6.744492	7.511844	7.246146	7.171906	7.352817
LEO1	7.833816	8.823943	7.593528	8.146873	7.673004	8.181884	8.929736	8.388904	7.825791	8.073294
CMTM8	8.093558	8.025334	7.717332	8.637018	7.656655	7.17643	7.656504	7.474121	8.344752	7.878039
CHAC2	7.559654	8.615642	7.594253	7.929941	7.594944	8.164976	8.763411	8.748036	7.23604	7.945837
LOC645212	6.872321	7.161447	6.847266	7.28994	7.113076	6.807397	7.260126	7.021587	6.714284	6.816673
FLVCR1-AS1	7.279501	7.677939	7.508938	7.879356	6.710185	6.821688	7.675612	6.752043	7.378997	7.274828
GNGT2	6.947225	6.697384	7.111183	7.179249	7.271579	6.876986	6.943245	6.940917	7.02271	6.835652
ZBTB8A	8.157196	8.153071	7.848702	7.881714	7.519988	7.567778	7.607189	8.197413	7.762985	7.774221
LOC100288092	6.409958	6.756144	6.336032	7.10934	6.039053	6.93475	6.538454	7.225805	6.543444	6.839786
KRTCAP3	8.788568	8.536922	7.835008	8.129393	7.905364	7.377845	8.591274	8.365253	10.214341	7.373882
LOC283357	7.209129	8.122984	6.9142	7.886228	8.158356	7.836723	7.897087	7.895839	7.625524	7.819831
RNF183	7.619532	6.547327	6.738728	6.47616	6.627802	6.577555	6.504456	6.418176	6.227627	6.483531
FBXO27	7.00755	6.955618	6.982849	6.7823	7.154444	7.325086	6.756469	7.3042	6.939115	6.769599
LOC100505501	6.84852	7.48749	6.776161	8.013499	7.089964	7.0801	6.401762	6.560765	6.375127	7.553723
LOC100128822	7.283224	8.503456	7.470267	7.481381	7.376892	7.962071	8.195399	8.213497	8.661386	8.123933
LOC100506804	6.759487	6.172374	6.909944	6.573368	7.353102	6.356221	6.370178	6.575968	6.377576	6.758407
TP53RK	7.50529	7.315324	7.415759	7.476847	7.527505	7.698525	7.48216	7.872435	7.547031	7.383588
LOC346887	6.942969	8.426893	7.622964	6.799681	6.6847	7.186827	6.90911	7.344905	6.966751	7.561745
LOC100506761	7.016507	8.444092	6.910723	7.377117	6.584858	7.55398	7.488942	8.087744	7.880109	7.283123
CCDC112	6.231254	6.288468	6.174535	6.826371	6.422703	6.418869	6.628532	6.78148	6.47234	6.357824
LURAP1	7.50505	7.166724	7.532373	7.324487	7.221689	7.196629	7.363278	7.314057	7.504304	7.230652
C5orf55	6.78127	7.043057	6.623103	7.012682	6.907179	7.030688	6.916539	6.841552	6.963469	6.571373
CBLN3	7.197917	6.863454	6.949858	7.31337	7.22569	6.843986	7.078954	6.919852	7.277438	7.004656
LOC100507248	6.443275	6.20893	6.271288	6.495254	6.481751	6.44219	6.127342	6.125738	6.254812	6.400634
CCDC58	8.800021	9.597442	8.745359	8.596133	7.373279	9.083809	7.829071	8.685743	9.376701	8.942274
UNC45B	6.168716	6.148192	6.092071	6.271632	6.089782	6.15199	6.192623	6.109486	6.146415	6.193629
FAM83F	7.647772	7.756083	8.028475	7.227602	7.129131	7.63803	7.810121	7.975555	7.508112	8.067176
SBSN	6.345816	6.297133	7.080308	6.442901	6.084951	6.557488	6.82695	8.189689	6.542267	8.522923
LOC100506295	8.336262	7.678343	8.036624	8.225723	7.879291	7.389195	7.967344	7.447056	7.401143	7.880164
ZNF782	6.333368	7.290446	6.210683	6.540933	6.748658	6.775222	6.504157	6.708803	6.34232	6.664039
LOC100507486	6.472339	6.451697	6.304193	6.617732	6.631724	6.713231	6.804976	6.312101	6.508873	6.676259
GCSAM	6.440734	6.090032	6.502472	6.332449	6.549297	6.307508	6.345536	6.105854	6.51245	6.187142
NOXO1	6.522316	6.431909	6.276449	6.56845	6.718515	6.554227	6.552728	6.546892	6.996816	6.381836
ST6GALNAC3	6.281617	6.27467	6.507574	6.655635	6.784193	6.302676	6.754334	6.324084	6.312617	6.515397
FUNDC1	8.351536	9.80223	7.889585	9.829303	7.778341	8.699087	8.770895	8.44272	8.170676	8.246519
LRRC33	6.822706	6.448158	7.057089	6.937907	7.299808	6.511149	7.077198	6.72137	6.616867	6.815077
DFNB59	6.517762	6.96234	6.433201	6.983023	6.669398	6.451932	6.518461	6.398068	6.758184	6.790865
MYPN	6.382477	6.324371	6.498274	6.48123	6.402691	6.228046	6.495833	6.322638	6.557257	6.324372
LOC100506114	6.37153	6.339755	6.423222	6.510028	6.519969	6.348277	6.431172	6.469845	6.501554	6.323243
AQPEP	5.86586	5.779901	6.041754	6.292671	6.259702	5.905504	6.756258	5.706334	5.963479	5.975965
NUDT19	8.970502	8.982312	9.361109	8.775289	8.707768	10.231788	9.053924	10.246548	9.143514	8.722536
C22orf25	7.969723	8.376968	8.166657	7.986746	7.735753	7.807293	8.083931	8.242196	8.323016	8.24121
PPP1R32	6.28997	6.291052	6.134173	6.238528	6.354236	6.186096	6.252218	6.241904	6.42726	6.108825
ZNF383	6.407293	6.512289	6.431215	6.546102	6.516178	6.995957	6.659258	6.694067	6.786224	6.660731
FAM131C	6.869045	6.576701	6.832677	6.571563	6.733539	6.664875	6.729333	6.733798	7.03147	6.596837
LOC100506701	6.974407	6.780171	6.909705	6.959226	7.020929	6.836701	6.812147	6.777265	6.876955	6.788777
RNF217	7.508057	7.30154	7.347394	6.773148	7.05412	8.110016	7.641115	7.488488	6.614402	7.482976
HRCT1	6.873968	6.860636	6.775926	6.956311	6.955222	7.00221	6.843791	6.887268	6.933133	6.763654
ASB5	5.706176	5.816392	5.9362	5.747518	5.730448	5.849659	5.815471	5.706829	5.680662	5.857293
USHBP1	6.731266	6.640098	6.718655	6.647956	6.666126	6.783637	6.636198	6.727497	6.838955	6.612038
ASPRV1	7.042533	6.646519	6.972106	6.746174	7.104232	6.742663	6.802394	7.220779	6.874603	6.81758
SYNE4	6.98142	6.629963	7.021964	6.932497	6.774313	6.727406	6.741287	6.685519	6.918522	6.612751
ZNF280C	6.864029	7.19609	7.071154	8.331507	6.20206	7.201015	7.273588	8.43019	7.240867	6.901207
SNORD89	7.815666	8.0224	7.707776	8.032059	8.716156	8.632904	8.62193	8.931927	8.117953	8.167607
FAM171A2	6.219148	6.214747	6.223718	6.158076	6.281977	6.138315	6.116785	6.19082	6.304514	6.168997
APCDD1L	7.130442	6.501943	6.644824	6.723545	6.739663	6.928375	6.624894	6.712494	6.782441	6.750737
GPAT2	6.802076	7.715892	6.799576	6.64297	6.951358	6.679004	7.514893	6.752945	7.208	6.743724
FAM188B	7.166924	7.130854	7.607618	6.988163	6.972958	7.685455	6.9026	6.833719	7.137577	6.857102
C19orf59	6.985179	6.632296	7.357617	7.163306	7.047436	7.142282	7.013539	6.69614	7.61804	6.732038
VPS37D	7.264553	7.072431	7.238933	7.187052	7.052975	7.025177	7.072049	7.155057	7.200226	7.293915
SPC24	6.984511	7.668865	7.062681	7.225337	7.243895	7.442327	7.389453	7.236384	7.162794	7.296436
LOC285033	6.977209	6.930791	6.926919	6.69445	6.719122	6.998706	6.941416	6.777059	7.028402	6.892358
LOC100510542	6.611009	7.604999	6.22606	7.018272	6.925758	7.092999	6.663094	6.752539	6.548706	6.360339
LOC202781	7.135806	8.884874	7.391045	8.644459	7.603294	7.537783	7.824252	9.192249	9.171442	8.517041
RGPD1	6.711327	6.547128	6.910463	6.740572	7.043292	6.780779	6.529499	6.530855	7.385476	6.685579
LOC339535	6.015555	8.034699	6.487835	7.909164	7.090606	7.921753	7.671691	6.213987	6.185159	6.840678
TMEM151A	6.443562	6.382362	6.603192	6.425125	6.266081	6.477816	6.574799	6.449748	6.727106	6.403802
CCDC138	7.094787	7.713114	6.935798	7.366132	6.721291	7.543774	7.612366	7.617721	7.188373	7.077009
PTOV1	6.631041	6.456633	6.787941	6.587632	6.479376	6.539141	6.528915	6.590466	6.636826	6.602198
USP46-AS1	6.231524	6.061878	6.424189	6.558293	6.161999	6.134413	6.593086	6.049466	6.033325	6.635131
MTFMT	7.215979	7.768101	7.698959	7.558842	7.458077	7.3402	7.492411	7.96469	7.040726	7.472057
REM2	6.537952	6.387588	6.744199	7.289363	6.235419	6.474048	6.482571	6.53495	6.612541	6.435764
ALKBH8	7.330444	7.221626	7.174556	7.441611	6.794279	7.131591	7.484166	7.129464	7.289911	7.774931
SPRNP1	6.563643	6.319117	6.343072	6.269032	6.443315	6.30766	6.29271	6.321442	6.281543	6.373744
SRL	7.087242	6.722002	7.056973	6.818228	7.211991	6.830654	6.76297	6.844029	6.979964	6.964243
CRIP3	6.549778	6.503184	6.528342	6.629885	6.440942	6.467031	6.653257	6.475434	6.431054	6.548085
ZNF514	7.380796	8.336025	7.200536	8.296085	8.056782	7.518111	7.63892	7.930919	8.115072	8.014568
LOC100287482	6.345754	6.755831	6.580748	7.651891	6.319257	7.166352	6.31796	7.34871	8.099438	6.191699
TSLP	6.457389	8.072137	7.142973	6.281115	6.454551	6.318955	7.601394	8.20155	6.301986	7.495003
PNMA6C	6.544393	6.400905	6.425562	7.337053	6.434366	6.742509	6.461891	6.984179	6.560572	6.517761
LOC100507197	6.822137	6.91319	6.454249	6.562094	6.504966	6.646798	6.516971	6.688701	6.56386	6.552705
TMEM170B	6.433815	7.529166	6.539322	7.398782	7.030591	6.355021	6.789026	7.18785	6.902426	6.317179
CNEP1R1	8.595979	8.636579	8.551592	9.477814	8.826665	8.81686	9.029194	9.321571	7.995176	8.384251
RGL4	6.432744	6.26567	6.694784	6.608677	6.493714	6.427249	6.547107	6.34416	6.46962	6.219647
VSTM1	6.254565	5.979191	6.112718	6.085881	6.124274	6.129267	5.946757	6.021526	6.051831	6.148039
PRELID2	7.687949	8.011732	7.935808	8.104366	7.900657	8.11635	8.211874	7.918004	8.08285	8.424332
CAHM	6.302642	6.618202	6.310203	6.347792	6.662338	6.480965	6.681096	6.01935	6.425812	6.433518
SP5	6.506725	6.276374	6.515545	6.284451	6.647293	6.262188	6.375854	6.218661	6.657272	6.29888
KCTD11	7.596443	7.886979	7.677382	7.846113	7.451218	8.333412	7.232511	7.930995	8.037785	7.499278
JSRP1	6.709209	6.279751	6.413667	6.75684	6.89559	6.588311	6.673616	6.673662	6.619116	6.27962
PRSS35	5.979218	6.043472	6.082219	6.088945	5.771881	5.976276	6.103492	5.98834	6.004956	5.959027
LOC100505666	6.499662	6.507893	6.577203	6.538121	6.506571	6.526447	6.470812	6.656711	6.770061	6.586432
MIR214	6.754186	6.415729	6.508917	7.939376	6.56414	6.482486	6.558091	6.476267	6.936447	6.807162
SMCR7	7.192023	7.254948	6.854956	7.134218	7.197212	7.257946	6.988823	7.261931	7.34821	7.059444
SPNS3	6.583983	6.458257	6.366709	6.589147	6.70133	6.484578	6.503956	6.501387	6.563817	6.517203
YPEL4	6.313491	6.280652	6.378418	6.62824	6.39722	6.333128	6.422871	6.406108	6.429185	6.275258
FLJ32154	6.406772	6.316285	6.554117	6.309778	6.745737	6.286707	6.391496	6.230479	6.711923	6.322923
NAPA-AS1	6.652219	6.470034	6.417932	6.447978	6.312099	6.51801	6.549066	6.459218	6.544315	6.453148
LRRC73	6.535703	6.454601	6.483765	6.568471	6.435057	6.555146	6.485205	6.490832	6.699944	6.452127
HMCN1	7.851138	7.166755	7.500603	8.280425	9.145571	7.19815	8.379935	7.820551	7.176881	9.016832
ZNF610	7.291779	6.468756	6.39911	7.079941	6.423647	6.449316	6.405568	6.190583	6.294659	6.79933
PLA2G4F	6.810204	6.542771	7.068525	6.598714	6.945492	6.752565	6.801324	6.828538	6.944729	7.057978
LOC100127891	6.811812	6.904873	7.035965	7.020796	6.610725	6.899938	7.004737	7.027872	7.016053	6.840544
C8orf22	6.010458	5.958597	6.001493	6.009138	5.800479	5.971961	6.003654	5.956998	5.939306	6.018934
LOC100130987	7.027499	6.92605	6.927172	7.013746	6.768754	6.860845	6.751177	7.512315	7.448619	7.027284
LOC100128909	6.290603	6.131787	6.289107	6.226034	6.340296	6.141964	6.197608	6.129828	6.229609	6.242427
RCOR2	7.032923	7.038319	7.054076	7.451448	6.914281	6.968387	7.1135	6.818133	7.437634	7.035029
ASB12	6.336546	6.188703	6.364497	6.323819	6.456307	6.21488	6.224027	6.067576	6.382629	6.169317
LYPD5	6.528252	6.256237	6.627628	6.55392	6.404493	6.800234	6.343334	6.313874	6.524744	6.267908
XAGE3	6.413991	6.414024	6.461198	6.541854	6.873631	6.545429	6.623294	6.508511	6.641022	6.521806
LOC100130219	6.429614	6.547949	6.501281	6.785791	6.564188	6.446173	6.412384	6.325648	6.751806	6.712394
PPAPDC1A	7.099325	6.955095	7.009948	6.465833	6.484106	6.800695	6.60787	6.961611	7.850856	8.403125
FLJ44896	6.570384	7.741601	6.442497	6.625569	6.780653	7.054874	6.585442	6.831414	6.509294	6.894542
LHFPL1	6.552483	6.444912	6.541257	6.315454	6.338685	6.403005	6.495325	6.297389	6.408899	6.247112
C11orf35	6.516399	6.628669	6.33068	6.583162	6.624012	6.555472	6.852772	6.600074	6.705231	6.554614
LOC100128653	7.36945	7.172758	7.300542	7.18527	7.384722	7.068911	7.078945	7.094759	7.478492	7.265798
LOC100287289	6.419015	6.703879	6.445919	6.429716	6.460386	6.078353	6.372938	6.243618	6.40977	6.399124
DQX1	6.884315	6.565672	7.145948	6.959895	6.983125	6.769424	6.993436	7.343299	7.397387	6.57368
C1orf172	7.155546	7.601246	7.02969	7.028145	6.771562	7.24522	6.936864	7.066069	6.993038	7.032656
LOC100130428	6.335476	6.493534	6.271698	6.639589	6.475945	6.61331	6.958537	6.598949	6.49907	6.453451
C2orf81	7.42774	7.211472	7.558672	7.197873	7.352803	7.333873	7.29145	7.309652	7.58024	7.276734
LOC494558	6.238616	6.133351	6.206719	6.28954	6.251892	6.210987	6.399798	6.227407	6.279192	6.025338
LOC257396	6.382885	6.887539	6.500646	6.894619	6.562916	6.52188	6.814961	6.792821	6.522583	6.484142
LOC202025	7.413718	8.183263	7.166551	7.298612	7.496139	6.976053	7.065287	7.086328	7.030652	7.237298
LOC100507670	6.692864	6.818177	6.889259	6.953773	6.952381	6.616489	6.818308	6.639932	7.405236	6.841028
CAPSL	6.355324	6.273732	8.250808	6.288493	7.392395	6.249591	6.520562	6.142943	6.184272	6.398752
LOC100288507	6.79969	6.942226	6.542105	6.53609	6.818133	6.532	6.501724	6.589862	6.802521	6.901587
LOC100510093	6.436764	6.766636	6.602707	6.684953	6.81396	6.502746	6.612517	6.95422	6.872851	6.57654
SMIM6	6.349733	6.217948	6.435341	6.367652	6.789198	6.26736	6.27739	6.23436	6.236472	6.128868
LOC285548	6.18111	6.409716	6.369	6.284862	6.195145	6.145839	6.199338	6.079256	6.310655	6.325302
LOC100128893	6.584881	6.417761	6.641865	6.416374	6.890691	6.520741	6.363029	6.236481	6.618455	6.340347
SPRR2G	7.183936	6.907178	7.40619	6.784064	7.363044	6.954479	7.156246	7.356219	7.159845	10.45952
LOC153546	7.247035	7.430415	7.528378	7.194499	7.665716	6.944057	7.188287	7.108531	7.416565	6.703409
SNORA37	6.521293	6.895834	6.433602	6.43688	6.489552	6.390008	6.420004	6.84596	6.418233	6.612982
AGPHD1	6.90285	7.358372	6.896436	6.844663	6.647775	6.578899	6.882386	6.821554	6.855938	6.651573
PAGE5	6.521759	6.705272	6.597184	6.715246	6.925612	6.781525	6.71794	6.712031	6.691965	6.694003
LOC100509649	6.350164	6.27241	6.461816	6.20719	6.295376	6.247837	6.221406	6.139165	6.401906	6.24565
FAM185A	6.34057	6.376435	6.475405	6.453056	6.133495	6.364823	6.335769	6.49547	6.476351	6.426031
LOC100506171	6.718096	6.561609	6.86095	6.61978	7.002664	6.761753	6.666471	6.682749	6.793658	6.747353
LOC100506979	7.377004	7.035726	7.3642	7.95742	6.792464	8.226797	6.749242	7.571366	7.923654	7.315202
ABCC6P1	6.290326	6.183194	6.297379	6.228296	6.221198	6.093308	6.165285	6.149897	6.146243	6.121409
LOC100506019	6.429079	7.147525	6.687517	6.370793	6.551701	6.317713	6.808471	6.5264	6.502616	6.375062
PHOSPHO1	6.525212	6.385033	6.473931	6.409232	6.699451	6.41862	6.490363	6.500223	6.629802	6.486853
GGT6	7.191664	7.504507	7.02784	6.693771	6.586133	6.520413	6.899921	6.908842	6.696558	6.727548
BTLA	6.654191	6.483017	6.635226	7.011139	6.974013	6.606287	6.804599	6.613527	6.750009	6.517176
LOC100130744	6.54757	6.684421	6.501951	6.56498	6.433086	6.51206	6.422016	6.212175	6.578565	6.448171
ODF3L1	6.625663	6.519161	6.536157	6.399134	6.683712	6.600031	6.475045	6.352224	6.537772	6.443132
LOC653160	6.83958	6.926672	6.892524	7.001003	6.727756	6.957411	6.891482	6.847522	6.936102	6.767303
C20orf151	6.653317	6.456039	6.504371	6.596812	6.94371	6.371492	6.602434	6.650489	6.757995	6.636568
KRBA1	7.713961	7.488791	8.042498	7.693433	7.801733	7.962756	7.560627	7.648586	8.374196	7.884366
LOC100506563	6.123686	6.124705	5.919067	6.063396	6.036839	6.087971	6.060711	6.092802	6.304829	6.154216
RDH5	6.939366	6.702594	6.375618	6.643894	7.090596	6.745449	6.641376	6.646632	6.686156	6.692568
NLRC3	6.915863	6.395358	7.124072	7.52256	7.442519	6.685971	7.311987	6.948031	6.755139	6.401689
PDSS1	6.840313	6.79943	6.845946	6.846307	7.011383	6.706546	6.826986	6.857205	7.317293	6.816243
LOH12CR2	6.566911	6.626243	6.349738	6.713089	6.233188	6.148358	6.228738	6.290519	6.223425	6.483571
CCDC17	6.637468	6.335239	7.277865	6.537343	7.324676	6.460701	6.587631	6.499467	6.767651	6.261539
PVRL3-AS1	6.329104	6.183292	6.450516	6.238826	6.355923	6.283218	6.267793	6.086799	6.246987	6.325075
ZNF285	6.818506	6.78397	6.19672	6.72715	5.992654	6.353923	6.458823	6.343694	6.112917	6.68582
SYCP2L	6.094785	6.107101	6.283188	6.54845	6.086896	6.554899	6.632228	6.126086	6.621485	6.023516
LOC100506380	6.589039	6.424069	6.606687	6.502238	6.664127	6.576007	6.543106	6.61997	6.741553	6.43218
LOC389023	6.368913	6.47297	6.565555	6.407731	6.406836	6.464225	6.240814	6.754943	6.572998	6.821764
VGLL2	6.518342	6.378153	6.841975	6.439876	6.699975	6.437715	6.429757	6.415793	6.633426	6.490323
SCN4B	6.450742	6.962568	6.542214	6.272878	6.812869	6.355221	6.532792	6.277958	6.5252	7.493724
LOC100287587	6.323246	6.325659	6.280538	6.27435	6.23234	6.360372	6.200286	6.347799	6.430558	6.145231
LOC440149	6.519544	6.472992	6.601085	6.436865	6.829884	6.421618	6.500443	6.297999	6.473381	6.476824
TMEM132D	6.606701	6.614819	6.578128	6.5719	6.65516	6.512026	6.605989	6.356546	6.668905	6.731378
CIB4	6.38049	6.3117	6.524775	6.178893	6.641659	6.343367	6.273339	6.337976	6.424628	6.313906
LOC100506501	6.895721	7.102792	6.504238	7.674708	7.061612	7.038345	6.72161	6.812707	6.354118	7.044328
LOC100129961	6.304769	6.354665	6.165091	6.369688	6.544493	6.329371	6.41037	6.342825	6.256232	6.217684
C20orf94	7.6053	8.300689	7.688144	7.640841	7.072725	7.730936	7.229794	7.476884	7.009559	7.487849
IDH1-AS1	6.719387	6.55049	6.806856	7.01465	6.459201	6.394862	6.660882	6.350643	6.466462	6.583991
LOC100505983	6.096567	5.951453	6.03011	5.963675	6.066558	5.943291	6.2038	6.015845	6.036919	5.96402
ANKRD45	6.023852	6.068542	6.060744	6.168434	6.341578	5.893316	5.792221	5.934749	5.859649	5.767428
TMED6	6.24978	6.37195	6.432772	6.361788	6.504411	6.323665	6.394668	6.317357	6.540951	6.242191
LOC100510356	6.061543	6.292862	5.960257	6.267757	6.203943	6.178778	6.106476	6.03184	6.026639	6.182678
ADAD2	6.85655	6.630073	6.742078	6.778126	6.971946	6.708776	6.759235	6.7166	6.99635	6.935974
RNF175	7.098461	7.301473	6.952444	6.805063	6.89837	7.329447	6.966436	6.94445	7.078933	6.984415
LOC100507111	6.831178	6.770775	6.994966	6.806467	6.64518	6.813042	6.800445	6.750075	6.919418	6.714385
NKAPP1	6.871568	6.921333	6.985846	6.793685	6.840896	6.624822	6.741831	6.717753	6.905603	6.692837
DEGS2	6.614557	6.677058	6.728457	6.558814	6.693873	6.518797	7.225465	6.79968	6.673669	6.607289
KIAA1984	6.455332	7.122737	6.159082	6.61229	6.291851	6.473304	6.487005	6.623301	6.575796	6.161595
LOC285556	5.878913	5.867281	5.986208	5.995912	6.010689	6.094439	6.003811	6.175699	5.920127	5.870757
SRCRB4D	6.581348	6.51715	6.73677	6.621783	6.735862	6.634133	6.576453	6.592437	6.799378	6.531985
ZNF439	6.685646	8.202231	6.504726	6.777704	6.745881	6.46356	6.808539	6.375235	6.319745	6.712384
RD3	6.356849	6.382457	6.311	6.319027	6.471076	6.33359	6.332047	6.298056	6.47518	6.291509
ZNF366	5.9966	5.855528	5.826625	5.988773	5.960218	6.07673	5.934986	6.060079	5.933646	5.766318
LOC284373	7.332007	7.277767	7.301765	7.388556	6.68738	7.030534	7.172654	6.842108	6.77456	7.053607
ARHGEF26-AS1	6.289128	6.68257	6.418103	6.044587	6.186779	5.969961	6.170558	7.788364	5.913879	6.610727
NKX2-1-AS1	6.482483	6.15602	6.436203	6.430667	6.494786	6.26452	6.325349	6.266097	6.334856	6.294486
LOC100131303	6.51583	6.547539	6.72124	6.575203	6.626435	6.514002	6.55596	6.501358	6.524318	6.472329
LOC100507307	6.781708	6.379858	6.946341	7.228795	7.01765	6.492149	6.726157	6.585489	7.239224	6.367255
LOC100996579	6.96515	7.564805	7.140071	6.361092	6.272578	8.020313	7.435073	6.833494	7.016471	6.619959
LINC00319	6.611213	6.359598	6.65511	6.480936	6.688912	6.530606	6.487256	6.496271	6.541817	7.217966
HHIP-AS1	6.803108	7.002401	6.888732	6.899474	7.530224	6.711655	7.000552	6.693241	7.016677	7.215022
C8orf48	6.494581	6.041496	6.299765	6.236148	5.928196	6.688101	6.05057	5.905154	5.892586	6.605023
LOC100507596	6.338962	6.264278	6.34	6.178255	6.32959	6.130085	6.260324	6.116996	6.22273	6.26425
LOC100507165	6.514179	6.324129	6.616585	6.354539	6.693856	6.302467	6.339723	6.43286	6.352215	6.400597
LOC100506312	7.246431	6.79657	6.895348	7.101255	7.331994	7.375836	7.047707	7.705174	6.742138	7.723382
TMEM52B	6.282174	6.140138	6.325985	6.371002	6.245952	6.751446	6.402696	6.210813	6.196116	6.14893
RPS6KA2-AS1	6.498953	6.305666	6.435536	6.394771	6.584013	6.28482	6.45377	6.354256	6.403939	6.27356
IQCF6	6.175096	6.20334	6.197035	6.20176	6.628185	6.260798	6.219255	6.285455	6.325233	6.230018
LRRC10B	6.732027	6.387779	7.620098	6.509359	7.628364	6.605798	6.779513	6.533562	6.826623	6.824508
TIFAB	6.515303	6.412187	6.809135	6.930331	6.755666	6.512589	6.885378	6.564909	6.575124	6.363079
LOC388780	6.96625	6.858026	7.100207	6.862307	6.96975	6.777534	6.741661	6.81044	6.904305	6.815563
FRMPD3	7.139503	6.901085	7.168356	6.879433	7.214529	6.854402	6.899147	6.779996	7.188239	7.054019
RNF151	6.565454	6.509133	6.568013	6.5487	6.64887	6.603436	6.5176	6.50128	7.022184	6.601255
LOC729839	6.96752	6.342106	6.549823	7.259333	6.809915	6.654447	7.184196	6.423735	6.536106	6.706926
STK4-AS1	6.909425	6.87186	7.00155	6.9632	6.545682	6.996932	6.81552	6.901275	6.935672	6.736665
EIF3C	7.414406	7.233127	6.647083	6.852936	7.094914	7.439864	7.241734	7.38223	6.557733	7.345927
GSG1L	6.856219	6.742881	7.002588	6.81948	7.206208	6.605917	6.785032	6.801862	6.973111	6.761911
LOC100505971	7.34824	7.079748	7.0911	7.303199	7.345597	7.518358	7.167181	6.776644	7.531079	6.917681
LYG1	7.151808	6.816613	6.871861	6.86468	7.05368	7.004902	6.863452	7.270339	7.145915	6.73424
C1orf87	6.071264	6.085829	6.520172	6.147631	6.606302	6.052303	6.075693	6.02662	6.040588	6.027875
